runtime,release_date,imdb_id,original_title,genres,vote_average,budget,cast,production_companies,release_year,revenue,director
98,11/6/2009,1220198,The Fourth Kind,Science Fiction|Thriller,5.6,10000000,Milla Jovovich|Will Patton|Hakeem Kae-Kazim|Corey Johnson|Enzo Cilenti,Universal Pictures|Saga Film|Focus Films|Gold Circle Films|Chambara Pictures,"2009""",42333295,Olatunde Osunsanmi
90,9/7/2009,"
tt1294213",Solitary Man,Comedy|Drama|Romance,5.7,15000000,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,Smartest Man Productions|Millennium Films|Paul Schiff Productions,2009,5024782,Brian Koppelman|David Levien
125,3/19/2009,"
tt1135487",Duplicity,Thriller,5.5,78146652,Clive Owen|Julia Roberts|Paul Giamatti|Tom Wilkinson|Lisa Roberts Gillan,Universal Pictures|Laura Bickford Productions|Relativity Media|Medienproduktion Poseidon Filmgesellschaft,2009,60000000,Tony Gilroy
119,11/5/2009,0810784,Bright Star,Drama|Romance,6.3,8500000,Abbie Cornish|Ben Whishaw|Paul Schneider|Kerry Fox|Edie Martin,BBC Films|PathГѓВ© Renn Productions|UK Film Council|Screen Australia|Australian Film Finance Corporation (AFFC),"2009""",4440055,Jane Campion
107,4/3/2009,1091722,Adventureland,Comedy,6.3,9500000,Jesse Eisenberg|Kristen Stewart|Martin Starr|Kristen Wiig|Bill Hader,Miramax Films|Sidney Kimmel Entertainment|This Is That Productions,"2009""",17164377,Greg Mottola
92,9/3/2009,1225822,Extract,Comedy,5.8,8000000,Jason Bateman|Mila Kunis|Kristen Wiig|Ben Affleck|J.K. Simmons,Miramax Films,"2009""",10848783,Mike Judge
95,2/6/2009,0865559,My Life in Ruins,Comedy|Romance,5.7,17000000,Nia Vardalos|Richard Dreyfuss|Alexis Georgoulis|Alistair McGowan|Harland Williams,Fox Searchlight Pictures|26 Films,"2009""",20455276,Donald Petrie
109,6/26/2009,1078588,My Sister's Keeper,Drama,7.0,30000000,Cameron Diaz|Alec Baldwin|Abigail Breslin|Joan Cusack|Sofia Vassilieva,Mark Johnson Productions|Gran Via Productions|Curmudgeon Films,"2009""",95714875,Nick Cassavetes
109,4/24/2009,0821642,The Soloist,Drama,6.5,60000000,Robert Downey Jr.|Jamie Foxx|Catherine Keener|Nelsan Ellis|Michael Bunin,DreamWorks,"2009""",31720158,Joe Wright
97,2/11/2009,0758746,Friday the 13th,Horror,5.6,19000000,Derek Mears|Jared Padalecki|Danielle Panabaker|Amanda Righetti|Travis Van Winkle,New Line Cinema,"2009""",91379051,Marcus Nispel
103,11/11/2009,"
tt1289406",Harry Brown,Thriller|Crime|Drama|Action,6.6,7300000,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,HanWay Films|UK Film Council|Marv Films,2009,10329747,Daniel Barber
89,9/24/2009,0986263,Surrogates,Action|Science Fiction|Thriller,5.7,80000000,Bruce Willis|Radha Mitchell|Rosamund Pike|James Cromwell|Ving Rhames,Touchstone Pictures|Mandeville Films|Wintergreen Productions|Top Shelf Productions,"2009""",122444772,Jonathan Mostow
97,2/27/2009,0891592,Street Fighter: The Legend of Chun-Li,Action|Adventure|Science Fiction|Thriller,4.1,50000000,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Twentieth Century Fox Film Corporation|Hyde Park Films,"2009""",12764201,Andrzej Bartkowiak
100,1/16/2009,0785006,Hotel for Dogs,Comedy|Family,5.6,35000000,Emma Roberts|Jake T. Austin|Don Cheadle|Johnny Simmons|Kyla Pratt,DreamWorks SKG|Nickelodeon Movies,"2009""",73034460,Thor Freudenthal
108,4/24/2009,1198138,Obsessed,Drama|Thriller,5.5,20000000,BeyoncГѓВ© Knowles|Idris Elba|Ali Larter|Jerry O'Connell|Bonnie Perlman,Sony Pictures,"2009""",73830340,Steve Shill
104,9/16/2009,0970452,Solomon Kane,Adventure|Fantasy|Action|Science Fiction,5.5,45000000,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Davis-Films|Czech Anglo Productions|Wandering Star Pictures,"2009""",7810000,Michael J. Bassett
107,4/28/2009,0458525,X-Men Origins: Wolverine,Adventure|Action|Thriller|Science Fiction,6.2,150000000,Hugh Jackman|Liev Schreiber|Danny Huston|Lynn Collins|Ryan Reynolds,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Donners' Company|Dune Entertainment|Seed Productions,"2009""",341131793,Gavin Hood
97,1/30/2009,1095174,New in Town,Comedy|Romance,5.3,8000000,RenГѓВ©e Zellweger|Harry Connick Jr.|J.K. Simmons|Siobhan Fallon|Mike O'Brien,Lionsgate|Edmonds Entertainment Group (EEG)|Epidemic Pictures|The Safran Company|Gold Circle Films,"2009""",29010817,Jonas Elmer
114,11/25/2009,1175506,Me and Orson Welles,Comedy|Drama|Romance,6.4,25000000,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,Isle of Man Film|Freestyle Releasing|CinemaNX,"2009""",2336172,Richard Linklater
89,8/21/2009,1100119,Shorts,Comedy|Family,4.8,40000000,Jimmy Bennett|Kat Dennings|Jolie Vanier|William H. Macy|James Spader,Warner Bros. Pictures,"2009""",28972508,Robert Rodriguez
101,9/9/2009,1232783,Sorority Row,Horror|Mystery|Thriller,5.3,12500000,Rumer Willis|Briana Evigan|Jamie Chung|Leah Pipes|Teri Andrzejewski,Summit Entertainment|Karz Entertainment,"2009""",27206120,Stewart Hendler
96,9/13/2009,1285309,The Joneses,Comedy|Drama,6.0,10000000,David Duchovny|Demi Moore|Amber Heard|Benjamin Hollingsworth|Lauren Hutton,Echo Lake Productions|Premiere Picture,"2009""",7022728,Derrick Borte
89,8/21/2009,1142433,Post Grad,Comedy,5.1,15000000,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Dune Entertainment|Cold Spring Pictures|The Montecito Picture Company|Fox Atomic,"2009""",6405245,Vicky Jenson
112,12/16/2009,1263670,Crazy Heart,Drama|Music|Romance,6.4,7000000,Jeff Bridges|Maggie Gyllenhaal|Colin Farrell|Robert Duvall|Paul Herman,Fox Searchlight Pictures|Butcher's Run Films|Informant Media,"2009""",39462438,Scott Cooper
103,12/17/2009,1314228,Did You Hear About The Morgans?,Comedy,5.0,58000000,Hugh Grant|Sarah Jessica Parker|Mary Steenburgen|Sam Elliott|Natalia Klimas,Columbia Pictures|Castle Rock Entertainment|Relativity Media|Banter,"2009""",85280250,Marc Lawrence
90,5/12/2009,1053859,The Grudge 3,Horror|Thriller,5.4,5000000,Johanna Braddy|Gil McKinney|Emi Ikehata|Jadie-Rose Hobson|Beau Mirchoff,Ghost House Pictures|Ozla Pictures|Stage 6 Films,"2009""",38610009,Toby Wilkins
117,10/1/2009,1071812,Mao's Last Dancer,Drama|Romance,6.7,25000000,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,Great Scott Productions Pty. Ltd.,"2009""",20719451,Bruce Beresford
148,7/14/2010,1375666,Inception,Action|Thriller|Science Fiction|Mystery|Adventure,7.9,160000000,Leonardo DiCaprio|Joseph Gordon-Levitt|Ellen Page|Tom Hardy|Ken Watanabe,Legendary Pictures|Warner Bros.|Syncopy,"2010""",825500000,Christopher Nolan
124,4/28/2010,1228705,Iron Man 2,Adventure|Action|Science Fiction,6.6,200000000,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle|Scarlett Johansson|Mickey Rourke,Marvel Studios,"2010""",623933331,Jon Favreau
108,3/3/2010,1014759,Alice in Wonderland,Family|Fantasy|Adventure,6.3,200000000,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover,"""""Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company  The""""","2010""",1025467110,Tim Burton
108,12/2/2010,0947798,Black Swan,Drama|Mystery|Thriller,7.1,13000000,Natalie Portman|Mila Kunis|Vincent Cassel|Barbara Hershey|Winona Ryder,Fox Searchlight Pictures|Dune Entertainment|Protozoa Pictures|Cross Creek Pictures,"2010""",327803731,Darren Aronofsky
146,10/17/2010,0926084,Harry Potter and the Deathly Hallows: Part 1,Adventure|Fantasy|Family,7.4,250000000,Daniel Radcliffe|Emma Watson|Rupert Grint|Ralph Fiennes|Helena Bonham Carter,Warner Bros.|Heyday Films,"2010""",954305868,David Yates
95,7/8/2010,1323594,Despicable Me,Action|Animation|Family,7.1,69000000,Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett,Universal Pictures|Illumination Entertainment,"2010""",543513985,Pierre Coffin|Chris Renaud
103,8/3/2010,1320253,The Expendables,Action|Thriller,5.9,80000000,Sylvester Stallone|Jason Statham|Dolph Lundgren|Eric Roberts|Randy Couture,Millennium Films,"2010""",274470394,Sylvester Stallone
98,3/5/2010,0892769,How to Train Your Dragon,Fantasy|Adventure|Animation|Family,7.4,165000000,Jay Baruchel|Gerard Butler|Craig Ferguson|America Ferrera|Jonah Hill,DreamWorks Animation|Vertigo Entertainment|Mad Hatter Entertainment,"2010""",494878759,Dean DeBlois|Chris Sanders
138,2/18/2010,1130884,Shutter Island,Drama|Thriller|Mystery,7.6,80000000,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley|Emily Mortimer|Michelle Williams,Paramount Pictures|Appian Way|Phoenix Pictures|Sikelia Productions,"2010""",294804195,Martin Scorsese
125,12/10/2010,1104001,TRON: Legacy,Adventure|Action|Science Fiction,6.3,170000000,Garrett Hedlund|Jeff Bridges|Olivia Wilde|Bruce Boxleitner|Yaya DaCosta,Walt Disney Pictures|LivePlanet|Prana Studios|Sean Bailey Productions|Revolution Sun Studios,"2010""",400062763,Joseph Kosinski
100,11/24/2010,0398286,Tangled,Animation|Family,7.3,260000000,Zachary Levi|Mandy Moore|Donna Murphy|Ron Perlman|M.C. Gainey,Walt Disney Pictures|Walt Disney Animation Studios,"2010""",591794936,Nathan Greno|Byron Howard
103,6/16/2010,0435761,Toy Story 3,Animation|Family|Comedy,7.5,200000000,Tom Hanks|Tim Allen|Ned Beatty|Joan Cusack|Michael Keaton,Walt Disney Pictures|Pixar Animation Studios,"2010""",1063171911,Lee Unkrich
100,7/21/2010,0944835,Salt,Action|Thriller|Crime|Mystery,6.2,110000000,Angelina Jolie|Liev Schreiber|Corey Stoll|Chiwetel Ejiofor|Daniel Olbrychski,Columbia Pictures|Di Bonaventura Pictures|Relativity Media|Wintergreen Productions,"2010""",293329073,Phillip Noyce
94,11/5/2010,1542344,127 Hours,Adventure|Drama|Thriller,6.9,18000000,James Franco|Kate Mara|Amber Tamblyn|ClГѓВ©mence PoГѓВ©sy|Lizzy Caplan,Fox Searchlight Pictures|Dune Entertainment|Darlow Smithson Productions|Warner Bros.|Cloud Eight Films,"2010""",35692920,Danny Boyle
92,9/10/2010,1282140,Easy A,Comedy,6.6,8000000,Emma Stone|Stanley Tucci|Amanda Bynes|Cam Gigandet|Lisa Kudrow,Screen Gems|Olive Bridge Entertainment,"2010""",74952305,Will Gluck
113,8/13/2010,0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure|Family|Fantasy,6.0,155000000,Skandar Keynes|Georgie Henley|Simon Pegg|Gary Sweet|Arthur Angel,Dune Entertainment|Fox 2000 Pictures|Walden Media,"2010""",415686217,Michael Apted
117,3/22/2010,1250777,Kick-Ass,Action|Crime,7.0,28000000,Aaron Taylor-Johnson|ChloГѓВ« Grace Moretz|Christopher Mintz-Plasse|Nicolas Cage|Mark Strong,Lions Gate,"2010""",96188903,Matthew Vaughn
103,12/8/2010,1243957,The Tourist,Action|Thriller|Romance,6.0,100000000,Johnny Depp|Angelina Jolie|Paul Bettany|Timothy Dalton|Steven Berkoff,Spyglass Entertainment|Peninsula Films|StudioCanal|GK Films|Italian Tax Credit,"2010""",278346189,Florian Henckel von Donnersmarck
116,5/19/2010,0473075,Prince of Persia: The Sands of Time,Adventure|Fantasy|Action|Romance,6.1,150000000,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina|Steve Toussaint,Walt Disney Pictures|Jerry Bruckheimer Films,"2010""",335154643,Mike Newell
140,5/12/2010,0955308,Robin Hood,Action,6.1,200000000,Russell Crowe|Cate Blanchett|Mark Strong|Oscar Isaac|LГѓВ©a Seydoux,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media,"2010"";;;;;
",310669540,Ridley Scott
110,12/22/2010,1403865,True Grit,Drama|Adventure|Western,7.0,38000000,Jeff Bridges|Hailee Steinfeld|Matt Damon|Josh Brolin|Barry Pepper,Paramount Pictures|Scott Rudin Productions|Mike Zoss Productions|Skydance Productions,"2010""",252276927,Ethan Coen|Joel Coen
106,4/1/2010,0800320,Clash of the Titans,Adventure|Fantasy|Action,5.6,125000000,Sam Worthington|Liam Neeson|Ralph Fiennes|Gemma Arterton|Jason Flemyng,The Zanuck Company|Legendary Pictures|Thunder Road Pictures|Warner Bros.|Moving Picture Company (MPC),"2010""",232713139,Louis Leterrier
109,7/13/2010,0963966,The Sorcerer's Apprentice,Fantasy|Adventure|Action|Comedy|Drama,5.8,150000000,Nicolas Cage|Jay Baruchel|Monica Bellucci|Alfred Molina|Teresa Palmer,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions|Junction Entertainment,"2010""",215283742,Jon Turteltaub
120,9/30/2010,1285016,The Social Network,Drama,7.1,40000000,Jesse Eisenberg|Andrew Garfield|Justin Timberlake|Armie Hammer|Max Minghella,Columbia Pictures|Scott Rudin Productions|Relativity Media,"2010""",224920315,David Fincher
112,7/27/2010,0446029,Scott Pilgrim vs. the World,Action|Adventure|Comedy,7.2,60000000,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin|Chris Evans|Anna Kendrick,Universal Pictures|Marc Platt Productions,"2010""",47664559,Edgar Wright
98,12/21/2010,0970866,Little Fockers,Comedy|Romance,5.4,100000000,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,Paramount Pictures|Universal Pictures|Everyman Pictures|Relativity Media|Dreamworks Pictures,"2010""",310650585,Paul Weitz
107,7/3/2010,1424381,Predators,Action|Science Fiction|Adventure|Thriller,5.8,40000000,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo,Twentieth Century Fox Film Corporation|Davis Entertainment|Dune Entertainment III|Troublemaker Studios,"2010""",126248813,NimrГѓВіd Antal
118,2/1/2010,0814255,Percy Jackson & the Olympians: The Lightning Thief,Adventure|Fantasy|Family,6.0,95000000,Logan Lerman|Brandon T. Jackson|Alexandra Daddario|Jake Abel|Sean Bean,Ingenious Film Partners|1492 Pictures|Dune Entertainment|Fox 2000 Pictures|Sunswept Entertainment,"2010""",226497209,Chris Columbus
98,11/4/2010,0477080,Unstoppable,Action|Thriller,6.2,100000000,Denzel Washington|Chris Pine|Rosario Dawson|Ethan Suplee|Kevin Corrigan,Twentieth Century Fox Film Corporation|Scott Free Productions|Firm Films|Prospect Park|Millbrook Farm Productions,"2010""",167805466,Tony Scott
93,5/16/2010,0892791,Shrek Forever After,Comedy|Adventure|Fantasy|Animation|Family,6.0,165000000,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,DreamWorks Animation,"2010""",752600867,Mike Mitchell
115,2/4/2010,"
tt0989757",Dear John,Drama|Romance|War,6.5,25000000,Amanda Seyfried|Channing Tatum|Henry Thomas|Richard Jenkins|Scott Porter,Screen Gems,2010,114977104,Lasse HallstrГѓВ¶m
117,6/10/2010,0429493,The A-Team,Thriller|Action|Adventure|Comedy|Crime,6.2,110000000,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,20th Century Fox,"2010""",177238796,Joe Carnahan
111,10/13/2010,1245526,RED,Action|Adventure|Comedy|Crime|Thriller,6.5,58000000,Bruce Willis|John Malkovich|Helen Mirren|Mary-Louise Parker|Karl Urban,DC Comics|Di Bonaventura Pictures|Summit Entertainment|DC Entertainment,"2010""",71664962,Robert Schwentke
105,9/1/2010,0985694,Machete,Action|Comedy|Thriller,6.2,20000000,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,Dune Entertainment|Dune Entertainment III|Troublemaker Studios|Overnight Films,"2010""",31327899,Robert Rodriguez|Ethan Maniquis
102,6/24/2010,1375670,Grown Ups,Comedy,6.1,80000000,Adam Sandler|Salma Hayek|Maria Bello|Steve Buscemi|Maya Rudolph,Columbia Pictures|Happy Madison Productions|Relativity Media,"2010""",271430189,Dennis Dugan
118,1/14/2010,1037705,The Book of Eli,Action|Thriller|Science Fiction,6.5,80000000,Denzel Washington|Gary Oldman|Michael Gambon|Mila Kunis|Jennifer Beals,Alcon Entertainment|Silver Pictures,"2010""",157107755,Albert Hughes|Allen Hughes
97,4/8/2010,1279935,Date Night,Comedy,5.9,55000000,Steve Carell|Tina Fey|Mark Wahlberg|Taraji P. Henson|Jimmi Simpson,Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment,"2010""",152263880,Shawn Levy
125,9/15/2010,0840361,The Town,Crime|Drama|Thriller,6.9,37000000,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,Legendary Pictures|GK Films|Thunder Road Pictures|Warner Bros.,"2010""",154026136,Ben Affleck
124,6/23/2010,1325004,The Twilight Saga: Eclipse,Adventure|Fantasy|Drama|Romance,5.9,68000000,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,"2010""",698491347,David Slade
95,10/28/2010,1001526,Megamind,Animation|Action|Comedy|Family|Science Fiction,6.6,130000000,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,DreamWorks Animation,"2010""",321885765,Tom McGrath
103,6/30/2010,0938283,The Last Airbender,Action|Adventure|Family|Fantasy,4.7,150000000,Noah Ringer|Nicola Peltz|Jackson Rathbone|Dev Patel|Shaun Toub,"""""Paramount Pictures|Nickelodeon Movies|Kennedy/Marshall Company  The|Industrial Light & Magic (ILM)|Blinding Edge Pictures""""","2010""",318502923,M. Night Shyamalan
107,8/6/2010,1386588,The Other Guys,Action|Comedy|Crime,6.1,100000000,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,Columbia Pictures|Gary Sanchez Productions,"2010""",170432927,Adam McKay
107,8/4/2010,1193631,Step Up 3D,Drama|Romance,6.5,30000000,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,Summit Entertainment|Touchstone Pictures,"2010""",159291809,Jon M. Chu
118,9/6/2010,1504320,The King's Speech,Drama|History,7.4,15000000,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,The Weinstein Company|UK Film Council|Bedlam Productions|See-Saw Films|Aegis Film Fund,"2010""",414211549,Tom Hooper
112,11/22/2010,0758752,Love & Other Drugs,Drama|Comedy|Romance,6.5,30000000,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,Bedford Falls Productions|Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Stuber Productions,"2010""",102820008,Edward Zwick
133,9/3/2010,1023114,The Way Back,Drama|Adventure|History,6.7,30000000,Colin Farrell|Dejan Angelov|DragoГ€в„ў Bucur|Ed Harris|Jim Sturgess,Polish Film Institute|Imagenation Abu Dhabi FZ|Exclusive Films|Monolith Films|On the Road,"2010"";;;
",20348249,Peter Weir
111,3/18/2010,1053424,Repo Men,Action|Science Fiction|Thriller|Crime,6.1,32000000,Jude Law|Forest Whitaker|Alice Braga|Liev Schreiber|Carice van Houten,Universal Pictures|Stuber Productions|Dentsu|Relativity Media,"2010""",18409891,Miguel Sapochnik
109,6/15/2010,1013743,Knight and Day,Action|Comedy,5.9,117000000,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi MollГѓВ ,Tree Line Films|Twentieth Century Fox Film Corporation|Dune Entertainment|Regency Enterprises|Pink Machine,"2010""",261930431,James Mangold
133,8/12/2010,0879870,Eat Pray Love,Drama,5.7,60000000,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,Columbia Pictures|Red Om Films|Plan B Entertainment,"2010"";;;;;;
",204594016,Ryan Murphy
110,3/16/2010,1038919,The Bounty Hunter,Action,5.5,40000000,Gerard Butler|Jennifer Aniston|Gio Perez|Siobhan Fallon|Joel Garland,Columbia Pictures|Original Film|Relativity Media|Madhouse Entertainment,"2010""",136000000,Andy Tennant
100,1/8/2010,1216492,Leap Year,Romance|Comedy,6.3,19000000,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink|Birnbaum/Barber,"2010""",29922472,Anand Tucker
115,3/11/2010,0947810,Green Zone,Action|Adventure|Drama|Thriller,6.3,100000000,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,Universal Pictures|StudioCanal|Dentsu|Relativity Media|Working Title Films,"2010""",94882889,Paul Greengrass
85,12/25/2010,1320261,Gulliver's Travels,Comedy,5.0,112000000,Emily Blunt|Jason Segel|Jack Black|Amanda Peet|Chris O'Dowd,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Dune Entertainment III,"2010""",237382724,Rob Letterman
106,4/23/2010,1212436,The Back-Up Plan,Comedy|Romance,5.7,35000000,Jennifer Lopez|Alex O'Loughlin|Danneel Ackles|Eric Christian Olsen|Anthony Anderson,Escape Artists|CBS Films,"2010""",77477008,Alan Poul
99,5/1/2010,1438254,Charlie St. Cloud,Drama,6.8,44000000,Zac Efron|Amanda Crew|Kim Basinger|Chris Massoglia|Dave Franco,Universal Pictures|Marc Platt Productions|Relativity Media,"2010""",48190704,Burr Steers
101,5/11/2010,0889573,The Switch,Comedy|Romance|Drama,5.8,19000000,Jason Bateman|Jennifer Aniston|Jeff Goldblum|Juliette Lewis|Todd Louiso,Mandate Pictures|Bona Fide Productions|Echo Films,"2010""",49830607,Josh Gordon|Will Speck
106,3/19/2010,1017451,The Runaways,Drama|Music,6.3,10000000,Dakota Fanning|Kristen Stewart|Michael Shannon|Riley Keough|Stella Maeve,River Road Entertainment|Road Rebel|Linson Entertainment,"2010""",2995811,Floria Sigismondi
99,11/6/2010,0817230,Valentine's Day,Fantasy|Horror|Thriller,5.4,52000000,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey,Miramax Films|Gran Via Productions|FilmDistrict|Necropia|Tequila Gang,2010,216485654,Garry Marshall
90,10/21/2010,1477076,Saw 3D,Horror|Crime,5.8,20000000,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,Lionsgate|Twisted Pictures|Serendipity Productions,"2010""",136150434,Kevin Greutert
140,6/10/2010,1155076,The Karate Kid,Action|Adventure|Drama|Family,6.1,40000000,Jaden Smith|Jackie Chan|Taraji P. Henson|Yu Rong-Guang|Tess Liu,Columbia Pictures|Jerry Weintraub Productions|China Film Group|Overbrook Entertainment,"2010""",357852395,Harald Zwart
95,11/4/2010,1231583,Due Date,Comedy|Drama,6.2,65000000,Zach Galifianakis|Robert Downey Jr.|Michelle Monaghan|Jamie Foxx|Juliette Lewis,Legendary Pictures|Green Hat Films|Warner Bros.,"2010""",211780824,Todd Phillips
98,6/17/2010,1235189,Wild Target,Action|Comedy,6.1,8000000,Bill Nighy|Emily Blunt|Rupert Grint|Rupert Everett|Eileen Atkins,Matador Pictures|Isle of Man Film|Magic Light Pictures|CinemaNX|Cinema Four,"2010""",3453043,Jonathan Lynn
128,2/12/2010,1139328,The Ghost Writer,Thriller|Mystery,6.5,45000000,Ewan McGregor|Pierce Brosnan|Jon Bernthal|Kim Cattrall|Tom Wilkinson,Studio Babelsberg|Runteam Ltd.|R.P. Productions|France 2 CinГѓВ©ma,"2010""",60222298,Roman Polanski
133,11/18/2010,1458175,The Next Three Days,Romance|Drama|Thriller|Crime,6.8,30000000,Russell Crowe|Elizabeth Banks|Brian Dennehy|RZA|Moran Atias,Lionsgate|FidГѓВ©litГѓВ© Films|Hwy61,"2010""",51148651,Paul Haggis
95,4/30/2010,"
tt1179056",A Nightmare on Elm Street,Horror|Mystery|Thriller,5.5,35000000,Jackie Earle Haley|Katie Cassidy|Kyle Gallner|Kellan Lutz|Thomas Dekker,New Line Cinema|Platinum Dunes,2010,115664037,Samuel Bayer
116,12/17/2010,0964517,The Fighter,Drama,7.1,25000000,Mark Wahlberg|Christian Bale|Amy Adams|Melissa Leo|Mickey O'Keefe,Paramount Pictures,"2010""",9190869,David O. Russell
109,6/4/2010,1226229,Get Him to the Greek,Comedy,5.9,40000000,Jonah Hill|Russell Brand|Rose Byrne|Colm Meaney|Sean Combs,Universal Pictures|Spyglass Entertainment|Relativity Media|Apatow Productions,"2010""",90029656,Nicholas Stoller
80,6/18/2010,1075747,Jonah Hex,Action|Western|Drama|Fantasy|Thriller,4.4,47000000,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett,Warner Bros.,"2010""",10539000,Jimmy Hayward
82,8/18/2010,1666186,Vampires Suck,Horror|Comedy,4.3,20000000,Chris Riggi|Matt Lanter|Jenn Proske|Ken Jeong|Bradley Dodds,20th Century Fox|Regency Enterprises,"2010""",80547866,Jason Friedberg|Aaron Seltzer
100,6/4/2010,1103153,Killers,Action|Comedy|Thriller|Romance,5.7,75000000,Katherine Heigl|Ashton Kutcher|Tom Selleck|Catherine O'Hara|Alex Borstein,Katalyst Films|Lionsgate|Aversano Films,"2010""",98159963,Robert Luketic
100,1/21/2010,1038686,Legion,Horror,5.0,26000000,Paul Bettany|Dennis Quaid|Kevin Durand|Kate Walsh|Doug Jones,Bold Films,"2010""",67918658,Scott Stewart
146,5/26/2010,1261945,Sex and the City 2,Comedy|Drama|Romance,5.5,100000000,Sarah Jessica Parker|Kristin Davis|Cynthia Nixon|Kim Cattrall|Chris Noth,New Line Cinema|Village Roadshow Pictures|Home Box Office (HBO)|HBO Films,"2010""",288347692,Michael Patrick King
105,9/24/2010,1414382,You Again,Comedy|Romance,6.0,20000000,Kristen Bell|Sigourney Weaver|Betty White|Kristin Chenoweth|Odette Annable,Oops Doughnuts Productions|Touchstone Pictures|Frontier Pictures,"2010""",32005248,Andy Fickman
109,3/26/2010,1415283,Nanny McPhee and the Big Bang,Fantasy|Comedy,6.0,35000000,Emma Thompson|Ralph Fiennes|Maggie Gyllenhaal|Maggie Smith|Rhys Ifans,Universal Pictures|Three Strange Angels|Studio Canal|Relativity Media|Working Title Films,"2010""",93246388,Susanna White
101,3/26/2010,1231587,Hot Tub Time Machine,Science Fiction|Comedy|Adventure,5.9,36000000,John Cusack|Lizzy Caplan|Rob Corddry|Craig Robinson|Clark Duke,United Artists|Metro-Goldwyn-Mayer (MGM)|New Crime Productions,"2010""",64572262,Steve Pink
116,10/1/2010,1228987,Let Me In,Drama|Horror|Mystery,6.6,20000000,Kodi Smit-McPhee|ChloГѓВ« Grace Moretz|Richard Jenkins|Elias Koteas|Sasha Barrese,Hammer Film Productions|EFTI|Exclusive Media Group|Overture Films,"2010""",24145613,Matt Reeves
97,7/10/2010,1219342,Legend of the Guardians: The Owls of Ga'Hoole,Animation|Adventure|Family|Fantasy,6.5,80000000,Emily Barclay|Abbie Cornish|Essie Davis|Joel Edgerton|Deborra-Lee Furness,Village Roadshow Pictures|Warner Bros.|Animal Logic|Cruel and Unusual Films,"2010""",140073390,Zack Snyder
